dataset,method_key,method_label,depth,category,acc,acc_std,size,expl,train_time,axp_valid_rate,axp_minimal_rate,n_success,n_fail,axp_backend,theorem_certified,path_certificate,rejected_reason,theorem_mode_used,random_state,n_runs,train_test_split_protocol
magic04-bin,gsnh_1D_d5,1D,5,main,0.8292849631966351,0.006015557727910638,60.2,3.6639999999999993,6.230258440971374,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
magic04-bin,gsnh_1D_d7,1D,7,main,0.8424027339642481,0.002513919383766605,168.8,5.85,6.371006512641907,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
magic04-bin,gsnh_Horn_d5,Horn,5,main,0.8346477392218716,0.0052259826034865104,60.4,5.395999999999999,6.595900321006775,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
magic04-bin,gsnh_Horn_d7,Horn,7,main,0.8453995793901157,0.0027000085405277817,166.6,7.452,6.799948835372925,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
magic04-bin,gsnh_AntiHorn_d5,AntiHorn,5,main,0.8290483701366982,0.007407513945849705,52.4,4.782,6.593482208251953,nan,nan,10,0,structural_antihorn,True,antihorn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
magic04-bin,gsnh_AntiHorn_d7,AntiHorn,7,main,0.8385909568874869,0.006598265193486395,125.4,6.332000000000001,6.711176133155822,nan,nan,10,0,structural_antihorn,True,antihorn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
magic04-bin,gsnh_ConjUI_d5,ConjUI,5,auxiliary,0.8329915878023133,0.007801904141799508,51.4,5.087999999999999,6.552092337608338,nan,nan,10,0,interval_dfs_fallback,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
magic04-bin,gsnh_ConjUI_d7,ConjUI,7,auxiliary,0.8357255520504732,0.006811058031600379,79.8,6.409999999999999,6.62996666431427,nan,nan,10,0,interval_dfs_fallback,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
magic04-bin,gsnh_Square2CNF_d5,Square2CNF,5,main,0.8293901156677184,0.004752263528276212,48.0,5.262,6.744790148735047,nan,nan,10,0,two_sat,True,2cnf,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
magic04-bin,gsnh_Square2CNF_d7,Square2CNF,7,main,0.8302313354363827,0.0038163973594026453,58.0,5.462000000000001,6.775492882728576,nan,nan,10,0,two_sat,True,2cnf,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
magic04-bin,gsnh_Affine_d5,Affine,5,auxiliary,0.8033385909568876,0.006852531278388335,49.8,6.9159999999999995,6.567961621284485,nan,nan,10,0,affine,False,none,Affine backend is auxiliary unless separately certified,False,42,10,StratifiedShuffleSplit(test_size=0.2)
magic04-bin,gsnh_Affine_d7,Affine,7,auxiliary,0.8059936908517349,0.007160798355350293,72.0,7.790000000000001,6.61213870048523,nan,nan,10,0,affine,False,none,Affine backend is auxiliary unless separately certified,False,42,10,StratifiedShuffleSplit(test_size=0.2)
magic04-bin,gsnh_BestPN_d5,BestPN,5,empirical,0.8227655099894848,0.008232672972458345,57.0,5.348,6.604021143913269,nan,nan,10,0,"mixed:interval_dfs_fallback=8,mixed:interval_dfs_fallback=1345,unknown=81=1,mixed:interval_dfs_fallback=587,unknown=582=1",False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
magic04-bin,gsnh_BestPN_d7,BestPN,7,empirical,0.8398790746582545,0.0025499474237644427,152.0,7.447999999999999,6.815756106376648,nan,nan,10,0,"mixed:interval_dfs_fallback=8,mixed:interval_dfs_fallback=2187,unknown=1008=1,mixed:interval_dfs_fallback=2538,unknown=320=1",False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
messidor-bin,sklearn_dt7,sklearn DT,7,baseline,0.641991341991342,0.021300285021891855,98.0,6.421645021645022,0.0027489423751831054,nan,nan,10,0,sklearn,False,none,baseline,False,42,10,StratifiedShuffleSplit(test_size=0.2)
messidor-bin,gsnh_1D_d5,1D,5,main,0.638095238095238,0.019282300823653765,27.0,3.4480000000000004,0.44219954013824464,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
messidor-bin,gsnh_1D_d7,1D,7,main,0.638095238095238,0.02183466703535669,31.0,3.6479999999999997,0.4458634853363037,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
messidor-bin,gsnh_Horn_d5,Horn,5,main,0.6367965367965368,0.016133891907865124,17.8,3.946,0.4924182653427124,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
messidor-bin,gsnh_Horn_d7,Horn,7,main,0.6367965367965368,0.014673983772015824,19.8,3.938,0.49572148323059084,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
messidor-bin,gsnh_AntiHorn_d5,AntiHorn,5,main,0.6432900432900432,0.03000471593275058,19.8,3.464,0.49761033058166504,nan,nan,10,0,structural_antihorn,True,antihorn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
messidor-bin,gsnh_AntiHorn_d7,AntiHorn,7,main,0.6437229437229438,0.029618109927441252,21.8,3.6,0.4975486516952515,nan,nan,10,0,structural_antihorn,True,antihorn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
messidor-bin,gsnh_ConjUI_d5,ConjUI,5,auxiliary,0.6402597402597403,0.02740981146021945,13.4,3.46,0.48904104232788087,nan,nan,10,0,interval_dfs_fallback,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
messidor-bin,gsnh_ConjUI_d7,ConjUI,7,auxiliary,0.6402597402597403,0.02740981146021945,13.4,3.4099999999999993,0.48557486534118655,nan,nan,10,0,interval_dfs_fallback,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
messidor-bin,gsnh_Square2CNF_d5,Square2CNF,5,main,0.6428571428571429,0.024431084085753185,12.8,3.432,0.5044270753860474,nan,nan,10,0,two_sat,True,2cnf,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
messidor-bin,gsnh_Square2CNF_d7,Square2CNF,7,main,0.6428571428571429,0.024431084085753185,12.8,3.364,0.5113796710968017,nan,nan,10,0,two_sat,True,2cnf,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
messidor-bin,gsnh_Affine_d5,Affine,5,auxiliary,0.6428571428571429,0.027600585505272873,14.8,4.674,0.4849235534667969,nan,nan,10,0,affine,False,none,Affine backend is auxiliary unless separately certified,False,42,10,StratifiedShuffleSplit(test_size=0.2)
messidor-bin,gsnh_Affine_d7,Affine,7,auxiliary,0.6428571428571429,0.027600585505272873,14.8,4.65,0.4823772668838501,nan,nan,10,0,affine,False,none,Affine backend is auxiliary unless separately certified,False,42,10,StratifiedShuffleSplit(test_size=0.2)
messidor-bin,gsnh_BestPN_d5,BestPN,5,empirical,0.6437229437229437,0.01965291681872929,19.4,4.006000000000001,0.5004326820373535,nan,nan,10,0,"mixed:interval_dfs_fallback=7,mixed:interval_dfs_fallback=164,unknown=157=1,mixed:interval_dfs_fallback=164,unknown=238=1,mixed:interval_dfs_fallback=165,unknown=244=1",False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
messidor-bin,gsnh_BestPN_d7,BestPN,7,empirical,0.6428571428571428,0.018594572809449823,21.4,4.0040000000000004,0.5035415649414062,nan,nan,10,0,"mixed:interval_dfs_fallback=6,mixed:interval_dfs_fallback=326,unknown=312=1,mixed:interval_dfs_fallback=554,unknown=162=1,mixed:interval_dfs_fallback=83,unknown=162=1,mixed:interval_dfs_fallback=83,unknown=163=1",False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
mushroom,sklearn_dt7,sklearn DT,7,baseline,0.9999384615384616,0.00018461538461537197,19.4,3.1716923076923083,0.009190917015075684,nan,nan,10,0,sklearn,False,none,baseline,False,42,10,StratifiedShuffleSplit(test_size=0.2)
mushroom,gsnh_1D_d5,1D,5,main,0.9987692307692309,0.0007784068086568576,15.0,2.83,3.236160898208618,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
mushroom,gsnh_1D_d7,1D,7,main,0.9987692307692309,0.0007784068086568576,15.0,2.696,3.2474090099334716,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
mushroom,gsnh_Horn_d5,Horn,5,main,0.9944000000000001,0.002944215068038306,13.2,3.088,3.3385520696640016,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
mushroom,gsnh_Horn_d7,Horn,7,main,0.9944000000000001,0.002944215068038306,13.6,3.09,3.354866361618042,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
mushroom,gsnh_AntiHorn_d5,AntiHorn,5,main,0.9995076923076922,0.000984615384615406,11.2,3.562,3.332463502883911,nan,nan,10,0,structural_antihorn,True,antihorn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
mushroom,gsnh_AntiHorn_d7,AntiHorn,7,main,0.9995076923076922,0.000984615384615406,11.6,3.496,3.343602514266968,nan,nan,10,0,structural_antihorn,True,antihorn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
mushroom,gsnh_ConjUI_d5,ConjUI,5,auxiliary,0.9987692307692309,0.0007784068086568576,11.6,3.5439999999999996,3.3317098140716555,nan,nan,10,0,interval_dfs_fallback,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
mushroom,gsnh_ConjUI_d7,ConjUI,7,auxiliary,0.9987692307692309,0.0007784068086568576,11.6,3.476,3.341567945480347,nan,nan,10,0,interval_dfs_fallback,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
mushroom,gsnh_Square2CNF_d5,Square2CNF,5,main,0.9970461538461539,0.00385095085468604,8.6,3.4899999999999998,3.359124779701233,nan,nan,10,0,two_sat,True,2cnf,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
mushroom,gsnh_Square2CNF_d7,Square2CNF,7,main,0.9970461538461539,0.00385095085468604,8.6,3.45,3.3441954851150513,nan,nan,10,0,two_sat,True,2cnf,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
mushroom,gsnh_Affine_d5,Affine,5,auxiliary,0.9984615384615385,0.002008266938102244,11.4,4.888,3.3279561519622805,nan,nan,10,0,affine,False,none,Affine backend is auxiliary unless separately certified,False,42,10,StratifiedShuffleSplit(test_size=0.2)
mushroom,gsnh_Affine_d7,Affine,7,auxiliary,0.9984615384615385,0.002008266938102244,11.4,5.024,3.328574848175049,nan,nan,10,0,affine,False,none,Affine backend is auxiliary unless separately certified,False,42,10,StratifiedShuffleSplit(test_size=0.2)
mushroom,gsnh_BestPN_d5,BestPN,5,empirical,0.9992615384615384,0.001128018632604539,11.6,4.006,3.333453369140625,nan,nan,10,0,unknown,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
mushroom,gsnh_BestPN_d7,BestPN,7,empirical,0.9992615384615384,0.001128018632604539,11.6,4.014,3.3238025903701782,nan,nan,10,0,"mixed:mixed:interval_dfs_fallback=323,unknown=111=1,unknown=9",False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
pendigits,sklearn_dt7,sklearn DT,7,baseline,0.9963975983989325,0.0017447227259002034,42.0,4.013875917278185,0.032062435150146486,nan,nan,10,0,sklearn,False,none,baseline,False,42,10,StratifiedShuffleSplit(test_size=0.2)
pendigits,gsnh_1D_d5,1D,5,main,0.994329553035357,0.0020507573247417537,21.2,1.504,6.7545394659042355,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
pendigits,gsnh_1D_d7,1D,7,main,0.9945963975983989,0.0020979566635778955,23.8,1.5900000000000003,6.931845617294312,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
pendigits,gsnh_Horn_d5,Horn,5,main,0.9925283522348233,0.0022877155703111773,18.8,1.494,7.2866006135940555,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
pendigits,gsnh_Horn_d7,Horn,7,main,0.9933288859239493,0.0024782088887267037,21.8,1.5759999999999998,7.292758536338806,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
pendigits,gsnh_AntiHorn_d5,AntiHorn,5,main,0.9925283522348233,0.0024746146752490355,18.8,1.5020000000000002,7.3553691625595095,nan,nan,10,0,structural_antihorn,True,antihorn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
pendigits,gsnh_AntiHorn_d7,AntiHorn,7,main,0.9935290193462307,0.002496993632049756,21.6,1.578,7.287914991378784,nan,nan,10,0,structural_antihorn,True,antihorn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
pendigits,gsnh_ConjUI_d5,ConjUI,5,auxiliary,0.9900600400266842,0.003034440404414706,12.8,2.014,7.258012294769287,nan,nan,10,0,interval_dfs_fallback,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
pendigits,gsnh_ConjUI_d7,ConjUI,7,auxiliary,0.9900600400266842,0.003034440404414706,12.8,2.086,7.248511242866516,nan,nan,10,0,interval_dfs_fallback,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
pendigits,gsnh_Square2CNF_d5,Square2CNF,5,main,0.9902601734489661,0.0036926891269107648,11.6,2.29,7.393732786178589,nan,nan,10,0,two_sat,True,2cnf,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
pendigits,gsnh_Square2CNF_d7,Square2CNF,7,main,0.9902601734489661,0.0036926891269107648,11.6,2.2660000000000005,7.625764632225037,nan,nan,10,0,two_sat,True,2cnf,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
pendigits,gsnh_Affine_d5,Affine,5,auxiliary,0.895263509006004,0.0029982928691453165,14.0,2.088,7.497652792930603,nan,nan,10,0,affine,False,none,Affine backend is auxiliary unless separately certified,False,42,10,StratifiedShuffleSplit(test_size=0.2)
pendigits,gsnh_Affine_d7,Affine,7,auxiliary,0.895263509006004,0.0029982928691453165,14.0,2.024,7.371173357963562,nan,nan,10,0,affine,False,none,Affine backend is auxiliary unless separately certified,False,42,10,StratifiedShuffleSplit(test_size=0.2)
pendigits,gsnh_BestPN_d5,BestPN,5,empirical,0.9925283522348233,0.0024746146752490355,18.8,1.5020000000000002,7.327645874023437,nan,nan,10,0,"mixed:interval_dfs_fallback=8,mixed:interval_dfs_fallback=1068,structural_horn=216=1,mixed:interval_dfs_fallback=428,unknown=849=1",False,horn,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
pendigits,gsnh_BestPN_d7,BestPN,7,empirical,0.9935290193462307,0.002496993632049756,21.6,1.578,7.359971046447754,nan,nan,10,0,"mixed:interval_dfs_fallback=9,mixed:interval_dfs_fallback=428,unknown=849=1",False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
primary-tumor,sklearn_dt7,sklearn DT,7,baseline,0.8058823529411765,0.03989605872426627,48.0,5.401470588235293,0.0013486623764038086,nan,nan,10,0,sklearn,False,none,baseline,False,42,10,StratifiedShuffleSplit(test_size=0.2)
primary-tumor,gsnh_1D_d5,1D,5,main,0.7911764705882354,0.04687463956032124,14.0,2.012,0.1442634105682373,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
primary-tumor,gsnh_1D_d7,1D,7,main,0.7911764705882354,0.04687463956032124,14.0,2.022,0.1419841766357422,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
primary-tumor,gsnh_Horn_d5,Horn,5,main,0.8014705882352942,0.029595017349261926,10.0,2.056,0.17374942302703858,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
primary-tumor,gsnh_Horn_d7,Horn,7,main,0.8014705882352942,0.029595017349261926,10.0,2.0460000000000003,0.17554469108581544,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
primary-tumor,gsnh_AntiHorn_d5,AntiHorn,5,main,0.8029411764705883,0.033663303359587046,10.2,2.054,0.17392451763153077,nan,nan,10,0,structural_antihorn,True,antihorn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
primary-tumor,gsnh_AntiHorn_d7,AntiHorn,7,main,0.8029411764705883,0.033663303359587046,10.2,2.048,0.18083174228668214,nan,nan,10,0,structural_antihorn,True,antihorn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
primary-tumor,gsnh_ConjUI_d5,ConjUI,5,auxiliary,0.8147058823529412,0.03553837051057228,7.8,2.0300000000000002,0.1702629804611206,nan,nan,10,0,interval_dfs_fallback,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
primary-tumor,gsnh_ConjUI_d7,ConjUI,7,auxiliary,0.8147058823529412,0.03553837051057228,7.8,2.034,0.17480936050415039,nan,nan,10,0,interval_dfs_fallback,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
primary-tumor,gsnh_Square2CNF_d5,Square2CNF,5,main,0.8,0.05017271208597641,8.0,2.452,0.1889559507369995,nan,nan,10,0,two_sat,True,2cnf,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
primary-tumor,gsnh_Square2CNF_d7,Square2CNF,7,main,0.8,0.05017271208597641,8.0,2.434,0.18635623455047606,nan,nan,10,0,two_sat,True,2cnf,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
primary-tumor,gsnh_Affine_d5,Affine,5,auxiliary,0.7926470588235295,0.0480817138949171,6.0,2.252,0.1685417413711548,nan,nan,10,0,affine,False,none,Affine backend is auxiliary unless separately certified,False,42,10,StratifiedShuffleSplit(test_size=0.2)
primary-tumor,gsnh_Affine_d7,Affine,7,auxiliary,0.7926470588235295,0.0480817138949171,6.0,2.268,0.17207655906677247,nan,nan,10,0,affine,False,none,Affine backend is auxiliary unless separately certified,False,42,10,StratifiedShuffleSplit(test_size=0.2)
primary-tumor,gsnh_BestPN_d5,BestPN,5,empirical,0.801470588235294,0.03676470588235295,11.0,2.064,0.17880611419677733,nan,nan,10,0,"mixed:interval_dfs_fallback=5,mixed:interval_dfs_fallback=29,unknown=60=1,mixed:interval_dfs_fallback=60,unknown=29=1,mixed:interval_dfs_fallback=87,unknown=62=1,mixed:interval_dfs_fallback=88,unknown=31=1,unknown=1",False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
primary-tumor,gsnh_BestPN_d7,BestPN,7,empirical,0.801470588235294,0.03676470588235295,11.2,2.0620000000000003,0.18029274940490722,nan,nan,10,0,"mixed:interval_dfs_fallback=6,mixed:interval_dfs_fallback=29,unknown=60=1,mixed:interval_dfs_fallback=86,unknown=62=1,mixed:interval_dfs_fallback=88,unknown=31=1,unknown=1",False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
segment,sklearn_dt7,sklearn DT,7,baseline,0.9967532467532468,0.0022179547112466482,11.2,1.932683982683983,0.007656478881835937,nan,nan,10,0,sklearn,False,none,baseline,False,42,10,StratifiedShuffleSplit(test_size=0.2)
segment,gsnh_1D_d5,1D,5,main,0.9965367965367966,0.001983799002145369,9.6,1.9099999999999997,2.889154005050659,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
segment,gsnh_1D_d7,1D,7,main,0.9965367965367966,0.001983799002145369,9.6,1.922,2.891062092781067,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
segment,gsnh_Horn_d5,Horn,5,main,0.9982683982683982,0.001298701298701288,8.0,1.9899999999999998,3.076892375946045,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
segment,gsnh_Horn_d7,Horn,7,main,0.9982683982683982,0.001298701298701288,8.0,2.006,3.0836010694503786,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
segment,gsnh_AntiHorn_d5,AntiHorn,5,main,0.9976190476190476,0.002458401881298828,7.6,1.9899999999999998,3.1290690422058107,nan,nan,10,0,structural_antihorn,True,antihorn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
segment,gsnh_AntiHorn_d7,AntiHorn,7,main,0.9976190476190476,0.002458401881298828,7.6,1.9999999999999996,3.108939266204834,nan,nan,10,0,structural_antihorn,True,antihorn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
segment,gsnh_ConjUI_d5,ConjUI,5,auxiliary,0.9924242424242424,0.0029440412356570474,5.0,1.9560000000000002,3.0888325452804564,nan,nan,10,0,interval_dfs_fallback,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
segment,gsnh_ConjUI_d7,ConjUI,7,auxiliary,0.9924242424242424,0.0029440412356570474,5.0,1.9460000000000002,3.088271450996399,nan,nan,10,0,interval_dfs_fallback,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
segment,gsnh_Square2CNF_d5,Square2CNF,5,main,0.9941558441558442,0.00306871144561859,5.0,2.748,3.1071933269500733,nan,nan,10,0,two_sat,True,2cnf,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
segment,gsnh_Square2CNF_d7,Square2CNF,7,main,0.9941558441558442,0.00306871144561859,5.0,2.7439999999999998,3.0708680868148805,nan,nan,10,0,two_sat,True,2cnf,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
segment,gsnh_Affine_d5,Affine,5,auxiliary,0.8919913419913421,0.013393704332818156,4.0,2.852,3.073887014389038,nan,nan,10,0,affine,False,none,Affine backend is auxiliary unless separately certified,False,42,10,StratifiedShuffleSplit(test_size=0.2)
segment,gsnh_Affine_d7,Affine,7,auxiliary,0.8919913419913421,0.013393704332818156,4.0,2.8419999999999996,3.049855351448059,nan,nan,10,0,affine,False,none,Affine backend is auxiliary unless separately certified,False,42,10,StratifiedShuffleSplit(test_size=0.2)
segment,gsnh_BestPN_d5,BestPN,5,empirical,0.9982683982683982,0.001298701298701288,7.6,2.002,3.104142355918884,nan,nan,10,0,"mixed:interval_dfs_fallback=1,mixed:interval_dfs_fallback=232,unknown=234=1,mixed:interval_dfs_fallback=234,structural_horn=233=1,mixed:interval_dfs_fallback=234,unknown=233=2,mixed:interval_dfs_fallback=467,unknown=233=1,unknown=4",False,horn,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
segment,gsnh_BestPN_d7,BestPN,7,empirical,0.9982683982683982,0.001298701298701288,7.6,2.0119999999999996,3.0853795051574706,nan,nan,10,0,"mixed:interval_dfs_fallback=3,mixed:interval_dfs_fallback=232,unknown=234=2,mixed:interval_dfs_fallback=467,unknown=233=1,unknown=4",False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
seismic_bumps-bin,sklearn_dt7,sklearn DT,7,baseline,0.9263056092843328,0.007362810951904947,120.0,6.64816247582205,0.006120419502258301,nan,nan,10,0,sklearn,False,none,baseline,False,42,10,StratifiedShuffleSplit(test_size=0.2)
seismic_bumps-bin,gsnh_1D_d5,1D,5,main,0.9328820116054158,0.004972905273571546,11.4,0.9039999999999999,1.1783411979675293,nan,nan,10,0,structural_horn,False,horn,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
seismic_bumps-bin,gsnh_1D_d7,1D,7,main,0.9328820116054158,0.004972905273571546,11.4,0.874,1.1731815814971924,nan,nan,10,0,structural_horn,False,horn,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
seismic_bumps-bin,gsnh_Horn_d5,Horn,5,main,0.932495164410058,0.004613872511364244,9.4,0.38,1.2749763965606689,nan,nan,10,0,structural_horn,False,horn,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
seismic_bumps-bin,gsnh_Horn_d7,Horn,7,main,0.932495164410058,0.004613872511364244,9.6,0.364,1.2729360103607177,nan,nan,10,0,structural_horn,False,horn,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
seismic_bumps-bin,gsnh_AntiHorn_d5,AntiHorn,5,main,0.9338491295938105,0.0030947775628626735,12.6,1.2200000000000002,1.2772002458572387,nan,nan,10,0,structural_antihorn,False,antihorn,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
seismic_bumps-bin,gsnh_AntiHorn_d7,AntiHorn,7,main,0.9338491295938105,0.0030947775628626735,12.6,1.188,1.2724432945251465,nan,nan,10,0,structural_antihorn,False,antihorn,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
seismic_bumps-bin,gsnh_ConjUI_d5,ConjUI,5,auxiliary,0.932688588007737,0.0024158599606957094,9.4,0.538,1.2673538208007813,nan,nan,10,0,interval_dfs_fallback,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
seismic_bumps-bin,gsnh_ConjUI_d7,ConjUI,7,auxiliary,0.932688588007737,0.0024158599606957094,9.4,0.546,1.2724334478378296,nan,nan,10,0,interval_dfs_fallback,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
seismic_bumps-bin,gsnh_Square2CNF_d5,Square2CNF,5,main,0.9311411992263056,0.004831719921391408,10.8,0.9780000000000001,1.316193199157715,nan,nan,10,0,two_sat,False,2cnf,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
seismic_bumps-bin,gsnh_Square2CNF_d7,Square2CNF,7,main,0.9311411992263056,0.004831719921391408,10.8,0.9860000000000001,1.3111149787902832,nan,nan,10,0,two_sat,False,2cnf,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
seismic_bumps-bin,gsnh_Affine_d5,Affine,5,auxiliary,0.9340425531914892,0.0005802707930367302,7.8,0.21200000000000002,1.273151731491089,nan,nan,10,0,affine,False,none,Affine backend is auxiliary unless separately certified,False,42,10,StratifiedShuffleSplit(test_size=0.2)
seismic_bumps-bin,gsnh_Affine_d7,Affine,7,auxiliary,0.9340425531914892,0.0005802707930367302,7.8,0.21200000000000002,1.2758358716964722,nan,nan,10,0,affine,False,none,Affine backend is auxiliary unless separately certified,False,42,10,StratifiedShuffleSplit(test_size=0.2)
seismic_bumps-bin,gsnh_BestPN_d5,BestPN,5,empirical,0.9311411992263056,0.005815588540956641,10.2,0.6361632653061224,1.2898642539978027,nan,nan,10,0,interval_dfs_fallback,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
seismic_bumps-bin,gsnh_BestPN_d7,BestPN,7,empirical,0.9311411992263056,0.005815588540956641,10.4,0.6423673469387755,1.2796467065811157,nan,nan,10,0,interval_dfs_fallback,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
soybean,sklearn_dt7,sklearn DT,7,baseline,0.9388888888888889,0.015079365079365088,45.4,5.360317460317461,0.001857161521911621,nan,nan,10,0,sklearn,False,none,baseline,False,42,10,StratifiedShuffleSplit(test_size=0.2)
soybean,gsnh_1D_d5,1D,5,main,0.8880952380952382,0.03062504981202339,19.0,2.3259999999999996,0.2747142553329468,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
soybean,gsnh_1D_d7,1D,7,main,0.9253968253968254,0.031185528102203982,25.2,2.628,0.2816406488418579,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
soybean,gsnh_Horn_d5,Horn,5,main,0.9380952380952381,0.01731541605497734,19.6,3.0620000000000003,0.3323941707611084,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
soybean,gsnh_Horn_d7,Horn,7,main,0.9380952380952381,0.01871400971833588,22.6,3.114,0.33681564331054686,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
