dataset,method_key,method_label,depth,category,acc,acc_std,size,expl,train_time,axp_valid_rate,axp_minimal_rate,n_success,n_fail,axp_backend,theorem_certified,path_certificate,rejected_reason,theorem_mode_used,random_state,n_runs,train_test_split_protocol
car-un,gsnh_Horn_d7,Horn,7,main,0.9710982658959537,0.011415270322619358,27.2,2.678,0.27100746631622313,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
car-un,gsnh_AntiHorn_d5,AntiHorn,5,main,0.9523121387283237,0.012414295719603771,21.6,2.714,0.2647439479827881,nan,nan,10,0,structural_antihorn,True,antihorn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
car-un,gsnh_AntiHorn_d7,AntiHorn,7,main,0.977456647398844,0.009029190376770692,35.8,2.918,0.2718616008758545,nan,nan,10,0,structural_antihorn,True,antihorn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
car-un,gsnh_ConjUI_d5,ConjUI,5,auxiliary,0.95,0.008381502890173415,21.2,2.7140000000000004,0.26064608097076414,nan,nan,10,0,interval_dfs_fallback,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
car-un,gsnh_ConjUI_d7,ConjUI,7,auxiliary,0.973121387283237,0.007430612793169043,30.0,3.0140000000000002,0.26351330280303953,nan,nan,10,0,interval_dfs_fallback,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
car-un,gsnh_Square2CNF_d5,Square2CNF,5,main,0.9624277456647399,0.014040413643342343,18.8,2.878,0.3123604774475098,nan,nan,10,0,two_sat,True,2cnf,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
car-un,gsnh_Square2CNF_d7,Square2CNF,7,main,0.9615606936416186,0.01050449817652382,25.0,2.778,0.3167149543762207,nan,nan,10,0,two_sat,True,2cnf,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
car-un,gsnh_Affine_d5,Affine,5,auxiliary,0.928034682080925,0.013767058224063052,17.0,3.6399999999999997,0.2599254846572876,nan,nan,10,0,affine,False,none,Affine backend is auxiliary unless separately certified,False,42,10,StratifiedShuffleSplit(test_size=0.2)
car-un,gsnh_Affine_d7,Affine,7,auxiliary,0.9312138728323699,0.006305613939095801,22.2,3.8560000000000003,0.2587760925292969,nan,nan,10,0,affine,False,none,Affine backend is auxiliary unless separately certified,False,42,10,StratifiedShuffleSplit(test_size=0.2)
car-un,gsnh_BestPN_d5,BestPN,5,empirical,0.9745664739884393,0.007514450867052019,21.6,2.8800000000000003,0.26774771213531495,nan,nan,10,0,"mixed:interval_dfs_fallback=5,mixed:interval_dfs_fallback=105,unknown=21=1,mixed:interval_dfs_fallback=21,unknown=80=1,mixed:interval_dfs_fallback=33,unknown=85=1,mixed:interval_dfs_fallback=47,unknown=56=1,mixed:interval_dfs_fallback=62,unknown=40=1",False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
car-un,gsnh_BestPN_d7,BestPN,7,empirical,0.9794797687861271,0.008220498643542127,33.4,2.968,0.28148090839385986,nan,nan,10,0,"mixed:interval_dfs_fallback=2,mixed:interval_dfs_fallback=113,unknown=21=1,mixed:interval_dfs_fallback=124,unknown=40=1,mixed:interval_dfs_fallback=128,unknown=37=1,mixed:interval_dfs_fallback=132,unknown=21=1,mixed:interval_dfs_fallback=62,unknown=100=1,mixed:interval_dfs_fallback=78,unknown=40=1,mixed:interval_dfs_fallback=79,unknown=82=1,mixed:interval_dfs_fallback=94,unknown=56=1",False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
car_evaluation-bin,sklearn_dt7,sklearn DT,7,baseline,0.9390173410404623,0.012360349584013362,47.8,3.5774566473988445,0.0018773317337036134,nan,nan,10,0,sklearn,False,none,baseline,False,42,10,StratifiedShuffleSplit(test_size=0.2)
car_evaluation-bin,gsnh_1D_d5,1D,5,main,0.9216763005780347,0.014648931673380557,16.8,2.1500000000000004,0.1623643159866333,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
car_evaluation-bin,gsnh_1D_d7,1D,7,main,0.9494219653179192,0.013069848618028904,32.0,2.294,0.16794250011444092,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
car_evaluation-bin,gsnh_Horn_d5,Horn,5,main,0.9317919075144507,0.01120850834084701,20.6,2.36,0.17812020778656007,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
car_evaluation-bin,gsnh_Horn_d7,Horn,7,main,0.9419075144508671,0.010693641618497103,29.8,2.4359999999999995,0.185638165473938,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
car_evaluation-bin,gsnh_AntiHorn_d5,AntiHorn,5,main,0.9436416184971097,0.01059949180398397,21.0,2.2680000000000002,0.1782080888748169,nan,nan,10,0,structural_antihorn,True,antihorn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
car_evaluation-bin,gsnh_AntiHorn_d7,AntiHorn,7,main,0.9433526011560692,0.011575135488150753,25.0,2.248,0.17947957515716553,nan,nan,10,0,structural_antihorn,True,antihorn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
car_evaluation-bin,gsnh_ConjUI_d5,ConjUI,5,auxiliary,0.934393063583815,0.00807698763727291,18.0,2.35,0.17341067790985107,nan,nan,10,0,interval_dfs_fallback,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
car_evaluation-bin,gsnh_ConjUI_d7,ConjUI,7,auxiliary,0.9361271676300577,0.010536257880669489,20.8,2.394,0.17251150608062743,nan,nan,10,0,interval_dfs_fallback,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
car_evaluation-bin,gsnh_Square2CNF_d5,Square2CNF,5,main,0.9416184971098266,0.010324029537278484,16.8,2.3959999999999995,0.22123286724090577,nan,nan,10,0,two_sat,True,2cnf,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
car_evaluation-bin,gsnh_Square2CNF_d7,Square2CNF,7,main,0.9416184971098266,0.010324029537278484,17.6,2.3059999999999996,0.2228825330734253,nan,nan,10,0,two_sat,True,2cnf,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
car_evaluation-bin,gsnh_Affine_d5,Affine,5,auxiliary,0.9326589595375723,0.015566743363578306,23.0,3.592,0.18456408977508545,nan,nan,10,0,affine,False,none,Affine backend is auxiliary unless separately certified,False,42,10,StratifiedShuffleSplit(test_size=0.2)
car_evaluation-bin,gsnh_Affine_d7,Affine,7,auxiliary,0.9320809248554914,0.015197476098421848,25.6,3.44,0.18344130516052246,nan,nan,10,0,affine,False,none,Affine backend is auxiliary unless separately certified,False,42,10,StratifiedShuffleSplit(test_size=0.2)
car_evaluation-bin,gsnh_BestPN_d5,BestPN,5,empirical,0.9372832369942197,0.009932277617017121,19.8,2.2979999999999996,0.1797999143600464,nan,nan,10,0,"mixed:interval_dfs_fallback=1,mixed:interval_dfs_fallback=14,unknown=94=1,mixed:interval_dfs_fallback=23,unknown=14=1,mixed:interval_dfs_fallback=26,unknown=53=1,mixed:interval_dfs_fallback=34,unknown=14=2,mixed:interval_dfs_fallback=66,unknown=26=1,unknown=3",False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
car_evaluation-bin,gsnh_BestPN_d7,BestPN,7,empirical,0.9393063583815028,0.0099280716978715,24.8,2.332,0.18444514274597168,nan,nan,10,0,"mixed:interval_dfs_fallback=3,mixed:interval_dfs_fallback=12,unknown=46=1,mixed:interval_dfs_fallback=22,unknown=47=1,mixed:interval_dfs_fallback=23,unknown=32=1,mixed:interval_dfs_fallback=24,unknown=24=1,mixed:interval_dfs_fallback=33,unknown=14=1,unknown=2",False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
compas_discretized,sklearn_dt7,sklearn DT,7,baseline,0.6630470016207455,0.007608878181073264,148.2,6.921880064829821,0.005444741249084473,nan,nan,10,0,sklearn,False,none,baseline,False,42,10,StratifiedShuffleSplit(test_size=0.2)
compas_discretized,gsnh_1D_d5,1D,5,main,0.6648298217179902,0.009431012334506427,23.4,2.4979999999999998,0.8436428308486938,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
compas_discretized,gsnh_1D_d7,1D,7,main,0.6644246353322528,0.009821570891806219,28.4,2.5680000000000005,0.8514846563339233,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
compas_discretized,gsnh_Horn_d5,Horn,5,main,0.6640194489465154,0.006044750793831943,22.8,3.068,0.9022788524627685,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
compas_discretized,gsnh_Horn_d7,Horn,7,main,0.6640194489465154,0.0072590585661454436,26.4,3.2020000000000004,0.9105990171432495,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
compas_discretized,gsnh_AntiHorn_d5,AntiHorn,5,main,0.6611021069692058,0.008093997399794996,20.0,2.982,0.9110832691192627,nan,nan,10,0,structural_antihorn,True,antihorn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
compas_discretized,gsnh_AntiHorn_d7,AntiHorn,7,main,0.6611021069692058,0.008093997399794996,20.2,2.982,0.9042030572891235,nan,nan,10,0,structural_antihorn,True,antihorn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
compas_discretized,gsnh_ConjUI_d5,ConjUI,5,auxiliary,0.663452188006483,0.009190141736516588,18.2,3.1900000000000004,0.898262906074524,nan,nan,10,0,interval_dfs_fallback,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
compas_discretized,gsnh_ConjUI_d7,ConjUI,7,auxiliary,0.663452188006483,0.009190141736516588,18.2,3.1900000000000004,0.8911833524703979,nan,nan,10,0,interval_dfs_fallback,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
compas_discretized,gsnh_Square2CNF_d5,Square2CNF,5,main,0.6654781199351701,0.008158646968332713,18.2,3.3880000000000003,1.0104872941970826,nan,nan,10,0,two_sat,True,2cnf,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
compas_discretized,gsnh_Square2CNF_d7,Square2CNF,7,main,0.6654781199351701,0.008158646968332713,18.2,3.386,1.0078313112258912,nan,nan,10,0,two_sat,True,2cnf,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
compas_discretized,gsnh_Affine_d5,Affine,5,auxiliary,0.6584278768233387,0.011112749102091613,15.6,4.414,0.8972922325134277,nan,nan,10,0,affine,False,none,Affine backend is auxiliary unless separately certified,False,42,10,StratifiedShuffleSplit(test_size=0.2)
compas_discretized,gsnh_Affine_d7,Affine,7,auxiliary,0.6584278768233387,0.011112749102091613,15.8,4.343999999999999,0.8992583513259887,nan,nan,10,0,affine,False,none,Affine backend is auxiliary unless separately certified,False,42,10,StratifiedShuffleSplit(test_size=0.2)
compas_discretized,gsnh_BestPN_d5,BestPN,5,empirical,0.6611021069692058,0.008093997399794996,20.2,2.982,0.907204532623291,nan,nan,10,0,"mixed:interval_dfs_fallback=7,mixed:interval_dfs_fallback=44,unknown=73=1,mixed:interval_dfs_fallback=68,unknown=96=1,unknown=1",False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
compas_discretized,gsnh_BestPN_d7,BestPN,7,empirical,0.6611021069692058,0.008093997399794996,20.4,2.982,0.9090372800827027,nan,nan,10,0,"mixed:interval_dfs_fallback=8,mixed:interval_dfs_fallback=48,unknown=49=1,unknown=1",False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
diabetes,sklearn_dt7,sklearn DT,7,baseline,0.7116883116883116,0.02551543208362143,102.8,5.895454545454546,0.004706692695617676,nan,nan,10,0,sklearn,False,none,baseline,False,42,10,StratifiedShuffleSplit(test_size=0.2)
diabetes,gsnh_1D_d5,1D,5,main,0.7402597402597403,0.028005011237464704,27.0,2.79,0.769854736328125,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
diabetes,gsnh_1D_d7,1D,7,main,0.7344155844155844,0.029820681826506584,34.8,3.2980000000000005,0.7772208690643311,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
diabetes,gsnh_Horn_d5,Horn,5,main,0.7525974025974026,0.02471800819568091,20.4,2.7800000000000002,0.832774543762207,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
diabetes,gsnh_Horn_d7,Horn,7,main,0.7519480519480519,0.026103573041872465,22.4,2.8839999999999995,0.8434525251388549,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
diabetes,gsnh_AntiHorn_d5,AntiHorn,5,main,0.7454545454545455,0.032829154960427404,20.8,2.854,0.8436398267745971,nan,nan,10,0,structural_antihorn,True,antihorn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
diabetes,gsnh_AntiHorn_d7,AntiHorn,7,main,0.746103896103896,0.03304040060573653,22.8,2.92,0.8408771514892578,nan,nan,10,0,structural_antihorn,True,antihorn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
diabetes,gsnh_ConjUI_d5,ConjUI,5,auxiliary,0.7571428571428572,0.026647122764523624,13.2,2.954,0.8043660163879395,nan,nan,10,0,interval_dfs_fallback,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
diabetes,gsnh_ConjUI_d7,ConjUI,7,auxiliary,0.7571428571428572,0.026647122764523624,13.2,2.976,0.8016297340393066,nan,nan,10,0,interval_dfs_fallback,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
diabetes,gsnh_Square2CNF_d5,Square2CNF,5,main,0.7623376623376624,0.02788429942023883,12.4,2.654,0.845618748664856,nan,nan,10,0,two_sat,True,2cnf,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
diabetes,gsnh_Square2CNF_d7,Square2CNF,7,main,0.7623376623376624,0.02788429942023883,12.4,2.646,0.8316157102584839,nan,nan,10,0,two_sat,True,2cnf,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
diabetes,gsnh_Affine_d5,Affine,5,auxiliary,0.6629870129870131,0.03465975622099356,5.8,0.772,0.7840023279190064,nan,nan,10,0,affine,False,none,Affine backend is auxiliary unless separately certified,False,42,10,StratifiedShuffleSplit(test_size=0.2)
diabetes,gsnh_Affine_d7,Affine,7,auxiliary,0.6629870129870131,0.03465975622099356,5.8,0.7739999999999999,0.7837244749069214,nan,nan,10,0,affine,False,none,Affine backend is auxiliary unless separately certified,False,42,10,StratifiedShuffleSplit(test_size=0.2)
diabetes,gsnh_BestPN_d5,BestPN,5,empirical,0.7519480519480519,0.024777641595245366,20.2,2.816,0.8454872608184815,nan,nan,10,0,"mixed:interval_dfs_fallback=8,mixed:interval_dfs_fallback=112,unknown=331=1,mixed:interval_dfs_fallback=223,unknown=331=1",False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
diabetes,gsnh_BestPN_d7,BestPN,7,empirical,0.7525974025974026,0.02488801025550236,22.2,2.896,0.8535517930984498,nan,nan,10,0,"mixed:interval_dfs_fallback=7,mixed:interval_dfs_fallback=112,unknown=332=1,mixed:interval_dfs_fallback=223,unknown=332=1,mixed:interval_dfs_fallback=548,structural_horn=112=1",False,horn,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
forest-fires-un,sklearn_dt7,sklearn DT,7,baseline,0.5384615384615384,0.03189062298418654,34.8,6.439423076923077,0.009408211708068848,nan,nan,10,0,sklearn,False,none,baseline,False,42,10,StratifiedShuffleSplit(test_size=0.2)
forest-fires-un,gsnh_1D_d5,1D,5,main,0.5384615384615385,0.0405673521340942,9.0,2.088,4.748828649520874,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
forest-fires-un,gsnh_1D_d7,1D,7,main,0.5480769230769231,0.02106625221173715,9.4,1.9040000000000004,4.76857852935791,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
forest-fires-un,gsnh_Horn_d5,Horn,5,main,0.5346153846153847,0.04015502503427133,9.4,2.172,5.11799566745758,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
forest-fires-un,gsnh_Horn_d7,Horn,7,main,0.5442307692307692,0.022010621427422293,9.8,1.9940000000000002,5.0944547891616825,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
forest-fires-un,gsnh_AntiHorn_d5,AntiHorn,5,main,0.5634615384615385,0.02692307692307692,9.0,2.914,5.085174965858459,nan,nan,10,0,structural_antihorn,True,antihorn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
forest-fires-un,gsnh_AntiHorn_d7,AntiHorn,7,main,0.5634615384615385,0.02692307692307692,9.0,2.85,5.068186473846436,nan,nan,10,0,structural_antihorn,True,antihorn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
forest-fires-un,gsnh_ConjUI_d5,ConjUI,5,auxiliary,0.5192307692307693,0.0,1.0,0.0,5.479629445075989,nan,nan,10,0,none,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
forest-fires-un,gsnh_ConjUI_d7,ConjUI,7,auxiliary,0.5192307692307693,0.0,1.0,0.0,5.492694950103759,nan,nan,10,0,none,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
forest-fires-un,gsnh_Square2CNF_d5,Square2CNF,5,main,0.5192307692307693,0.0,1.0,0.0,5.505113840103149,nan,nan,10,0,none,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
forest-fires-un,gsnh_Square2CNF_d7,Square2CNF,7,main,0.5192307692307693,0.0,1.0,0.0,5.453267073631286,nan,nan,10,0,none,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
forest-fires-un,gsnh_Affine_d5,Affine,5,auxiliary,0.5192307692307693,0.0,1.0,0.0,5.457530450820923,nan,nan,10,0,none,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
forest-fires-un,gsnh_Affine_d7,Affine,7,auxiliary,0.5192307692307693,0.0,1.0,0.0,5.448600602149964,nan,nan,10,0,none,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
forest-fires-un,gsnh_BestPN_d5,BestPN,5,empirical,0.5557692307692308,0.03003942183041021,8.8,2.912,5.664146757125854,nan,nan,10,0,"mixed:interval_dfs_fallback=3,mixed:interval_dfs_fallback=987,unknown=989=1,mixed:interval_dfs_fallback=988,unknown=989=1,unknown=5",False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
forest-fires-un,gsnh_BestPN_d7,BestPN,7,empirical,0.5557692307692308,0.03003942183041021,8.8,2.85,5.65635118484497,nan,nan,10,0,"mixed:interval_dfs_fallback=2,mixed:interval_dfs_fallback=1978,unknown=988=1,mixed:interval_dfs_fallback=987,unknown=989=1,mixed:interval_dfs_fallback=988,unknown=989=1,unknown=5",False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
german-credit,sklearn_dt7,sklearn DT,7,baseline,0.6945,0.016948451256678265,100.4,6.465999999999999,0.010178303718566895,nan,nan,10,0,sklearn,False,none,baseline,False,42,10,StratifiedShuffleSplit(test_size=0.2)
german-credit,gsnh_1D_d5,1D,5,main,0.7144999999999999,0.02402602755346791,31.4,3.566,1.7437390327453612,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
german-credit,gsnh_1D_d7,1D,7,main,0.712,0.024103941586387876,45.6,4.304,1.8113930463790893,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
german-credit,gsnh_Horn_d5,Horn,5,main,0.724,0.02200000000000002,28.0,3.872,1.906806468963623,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
german-credit,gsnh_Horn_d7,Horn,7,main,0.7229999999999999,0.023043437243605844,38.4,4.65,1.9853820323944091,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
german-credit,gsnh_AntiHorn_d5,AntiHorn,5,main,0.7165000000000001,0.029669007398293583,29.2,4.071999999999999,1.9172094583511352,nan,nan,10,0,structural_antihorn,True,antihorn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
german-credit,gsnh_AntiHorn_d7,AntiHorn,7,main,0.717,0.027856776554368225,38.2,4.748,1.9839337110519408,nan,nan,10,0,structural_antihorn,True,antihorn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
german-credit,gsnh_ConjUI_d5,ConjUI,5,auxiliary,0.7145,0.032745228660065885,21.8,4.1000000000000005,1.844518232345581,nan,nan,10,0,interval_dfs_fallback,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
german-credit,gsnh_ConjUI_d7,ConjUI,7,auxiliary,0.714,0.032465366161495854,22.0,4.235999999999999,1.8397339105606079,nan,nan,10,0,interval_dfs_fallback,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
german-credit,gsnh_Square2CNF_d5,Square2CNF,5,main,0.7335,0.019241881404893874,20.0,4.284000000000001,1.951508092880249,nan,nan,10,0,two_sat,True,2cnf,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
german-credit,gsnh_Square2CNF_d7,Square2CNF,7,main,0.7335,0.019241881404893874,20.0,4.296,1.9795576572418212,nan,nan,10,0,two_sat,True,2cnf,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
german-credit,gsnh_Affine_d5,Affine,5,auxiliary,0.712,0.02282542442102666,11.4,2.05,1.7966426372528077,nan,nan,10,0,affine,False,none,Affine backend is auxiliary unless separately certified,False,42,10,StratifiedShuffleSplit(test_size=0.2)
german-credit,gsnh_Affine_d7,Affine,7,auxiliary,0.712,0.02282542442102666,11.6,2.004,1.8019393920898437,nan,nan,10,0,affine,False,none,Affine backend is auxiliary unless separately certified,False,42,10,StratifiedShuffleSplit(test_size=0.2)
german-credit,gsnh_BestPN_d5,BestPN,5,empirical,0.7185,0.026462237244798483,30.0,4.542,1.9526176691055297,nan,nan,10,0,"mixed:interval_dfs_fallback=3,mixed:interval_dfs_fallback=108,unknown=218=1,mixed:interval_dfs_fallback=110,unknown=320=1,mixed:interval_dfs_fallback=219,unknown=324=1,mixed:interval_dfs_fallback=313,unknown=1028=1,mixed:interval_dfs_fallback=323,unknown=529=1,mixed:interval_dfs_fallback=744,unknown=109=1,mixed:interval_dfs_fallback=745,unknown=326=1",False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
german-credit,gsnh_BestPN_d7,BestPN,7,empirical,0.723,0.02461706725018234,38.8,4.988,2.0026121377944945,nan,nan,10,0,"mixed:interval_dfs_fallback=4,mixed:interval_dfs_fallback=108,unknown=327=1,mixed:interval_dfs_fallback=109,unknown=646=1,mixed:interval_dfs_fallback=110,unknown=429=1,mixed:interval_dfs_fallback=323,unknown=529=1,mixed:interval_dfs_fallback=436,unknown=638=1,mixed:interval_dfs_fallback=642,unknown=108=1",False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
heart-cleveland,sklearn_dt7,sklearn DT,7,baseline,0.7633333333333333,0.03316624790355402,42.2,4.411666666666666,0.003637957572937012,nan,nan,10,0,sklearn,False,none,baseline,False,42,10,StratifiedShuffleSplit(test_size=0.2)
heart-cleveland,gsnh_1D_d5,1D,5,main,0.76,0.045460605656619524,26.4,2.6399999999999997,0.9178900003433228,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
heart-cleveland,gsnh_1D_d7,1D,7,main,0.7616666666666666,0.04597704741377909,27.2,2.712,0.9060954332351685,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
heart-cleveland,gsnh_Horn_d5,Horn,5,main,0.7783333333333333,0.039475730941090054,17.4,2.804,1.0283847093582152,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
heart-cleveland,gsnh_Horn_d7,Horn,7,main,0.7749999999999999,0.040311288741492764,19.8,3.006,1.0325713396072387,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
heart-cleveland,gsnh_AntiHorn_d5,AntiHorn,5,main,0.7783333333333333,0.04597704741377908,17.8,2.696,1.0237030029296874,nan,nan,10,0,structural_antihorn,True,antihorn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
heart-cleveland,gsnh_AntiHorn_d7,AntiHorn,7,main,0.7783333333333333,0.04597704741377908,18.0,2.7039999999999997,1.0226674556732178,nan,nan,10,0,structural_antihorn,True,antihorn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
heart-cleveland,gsnh_ConjUI_d5,ConjUI,5,auxiliary,0.8049999999999999,0.04085883557377088,11.6,2.5119999999999996,0.9725908041000366,nan,nan,10,0,interval_dfs_fallback,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
heart-cleveland,gsnh_ConjUI_d7,ConjUI,7,auxiliary,0.8049999999999999,0.04085883557377088,11.6,2.526,0.9697104930877686,nan,nan,10,0,interval_dfs_fallback,False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
heart-cleveland,gsnh_Square2CNF_d5,Square2CNF,5,main,0.7999999999999999,0.042163702135578414,10.6,2.684,1.010590171813965,nan,nan,10,0,two_sat,True,2cnf,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
heart-cleveland,gsnh_Square2CNF_d7,Square2CNF,7,main,0.7999999999999999,0.042163702135578414,10.6,2.7079999999999997,1.0187862634658813,nan,nan,10,0,two_sat,True,2cnf,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
heart-cleveland,gsnh_Affine_d5,Affine,5,auxiliary,0.6466666666666667,0.06315765107165472,11.0,3.7340000000000004,0.967936372756958,nan,nan,10,0,affine,False,none,Affine backend is auxiliary unless separately certified,False,42,10,StratifiedShuffleSplit(test_size=0.2)
heart-cleveland,gsnh_Affine_d7,Affine,7,auxiliary,0.6466666666666667,0.06315765107165472,11.0,3.714,0.9701789140701294,nan,nan,10,0,affine,False,none,Affine backend is auxiliary unless separately certified,False,42,10,StratifiedShuffleSplit(test_size=0.2)
heart-cleveland,gsnh_BestPN_d5,BestPN,5,empirical,0.7916666666666666,0.04728753653037038,18.0,2.9880000000000004,1.0536588668823241,nan,nan,10,0,"mixed:interval_dfs_fallback=6,mixed:interval_dfs_fallback=282,unknown=278=1,mixed:interval_dfs_fallback=95,unknown=186=1,unknown=2",False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
heart-cleveland,gsnh_BestPN_d7,BestPN,7,empirical,0.7883333333333333,0.04946940693218612,19.8,3.1399999999999997,1.0617804765701293,nan,nan,10,0,"mixed:interval_dfs_fallback=7,mixed:interval_dfs_fallback=469,unknown=278=1,mixed:interval_dfs_fallback=95,unknown=186=1,unknown=1",False,none,,False,42,10,StratifiedShuffleSplit(test_size=0.2)
hepatitis,sklearn_dt7,sklearn DT,7,baseline,0.7749999999999999,0.04531634835874827,17.8,3.7642857142857147,0.0022803306579589843,nan,nan,10,0,sklearn,False,none,baseline,False,42,10,StratifiedShuffleSplit(test_size=0.2)
hepatitis,gsnh_1D_d5,1D,5,main,0.7714285714285714,0.05101020306102034,10.6,1.5357142857142856,0.5272419452667236,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
hepatitis,gsnh_1D_d7,1D,7,main,0.7714285714285714,0.05101020306102034,10.6,1.5357142857142856,0.5248422861099243,nan,nan,10,0,structural_horn,True,horn,,True,42,10,StratifiedShuffleSplit(test_size=0.2)
