dataset,run,depth,method,old_theorem_certified,new_exact_theorem_certified,language_family,domain_regime,theorem_id,structural_check,backend,violation_type,violation_detail
hypothyroid,6,7,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
hypothyroid,6,7,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
hypothyroid,6,7,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
hypothyroid,6,7,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
hypothyroid,6,7,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
hypothyroid,6,7,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
hypothyroid,7,5,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
hypothyroid,7,5,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
hypothyroid,7,5,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
hypothyroid,7,5,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
hypothyroid,7,5,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
hypothyroid,7,5,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
hypothyroid,7,5,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
hypothyroid,7,5,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
hypothyroid,7,7,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
hypothyroid,7,7,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
hypothyroid,7,7,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
hypothyroid,7,7,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
hypothyroid,7,7,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
hypothyroid,7,7,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
hypothyroid,7,7,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
hypothyroid,7,7,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
hypothyroid,8,5,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
hypothyroid,8,5,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
hypothyroid,8,5,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
hypothyroid,8,5,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
hypothyroid,8,5,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
hypothyroid,8,5,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
hypothyroid,8,5,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
hypothyroid,8,5,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
hypothyroid,8,7,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
hypothyroid,8,7,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
hypothyroid,8,7,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
hypothyroid,8,7,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
hypothyroid,8,7,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
hypothyroid,8,7,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
hypothyroid,8,7,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
hypothyroid,8,7,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
hypothyroid,9,5,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
hypothyroid,9,5,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
hypothyroid,9,5,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
hypothyroid,9,5,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
hypothyroid,9,5,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
hypothyroid,9,5,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
hypothyroid,9,5,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
hypothyroid,9,5,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
hypothyroid,9,7,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
hypothyroid,9,7,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
hypothyroid,9,7,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
hypothyroid,9,7,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
hypothyroid,9,7,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
hypothyroid,9,7,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
hypothyroid,9,7,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
hypothyroid,9,7,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
ionosphere,0,5,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
ionosphere,0,5,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
ionosphere,0,5,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
ionosphere,0,5,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
ionosphere,0,5,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
ionosphere,0,5,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
ionosphere,0,5,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
ionosphere,0,5,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
ionosphere,0,7,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
ionosphere,0,7,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
ionosphere,0,7,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
ionosphere,0,7,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
ionosphere,0,7,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
ionosphere,0,7,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
ionosphere,0,7,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
ionosphere,0,7,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
ionosphere,1,5,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
ionosphere,1,5,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
ionosphere,1,5,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
ionosphere,1,5,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
ionosphere,1,5,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
ionosphere,1,5,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
ionosphere,1,5,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
ionosphere,1,5,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
ionosphere,1,7,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
ionosphere,1,7,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
ionosphere,1,7,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
ionosphere,1,7,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
ionosphere,1,7,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
ionosphere,1,7,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
ionosphere,1,7,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
ionosphere,1,7,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
ionosphere,2,5,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
ionosphere,2,5,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
ionosphere,2,5,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
ionosphere,2,5,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
ionosphere,2,5,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
ionosphere,2,5,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
ionosphere,2,5,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
ionosphere,2,5,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
ionosphere,2,7,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
ionosphere,2,7,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
ionosphere,2,7,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
ionosphere,2,7,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
ionosphere,2,7,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
ionosphere,2,7,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
ionosphere,2,7,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
ionosphere,2,7,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
ionosphere,3,5,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
ionosphere,3,5,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
ionosphere,3,5,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
ionosphere,3,5,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
ionosphere,3,5,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
ionosphere,3,5,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
ionosphere,3,5,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
ionosphere,3,5,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
ionosphere,3,7,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
ionosphere,3,7,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
ionosphere,3,7,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
ionosphere,3,7,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
ionosphere,3,7,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
ionosphere,3,7,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
ionosphere,3,7,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
ionosphere,3,7,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
ionosphere,4,5,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
ionosphere,4,5,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
ionosphere,4,5,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
ionosphere,4,5,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
ionosphere,4,5,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
ionosphere,4,5,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
ionosphere,4,5,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
ionosphere,4,5,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
ionosphere,4,7,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
ionosphere,4,7,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
ionosphere,4,7,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
ionosphere,4,7,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
ionosphere,4,7,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
ionosphere,4,7,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
ionosphere,4,7,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
ionosphere,4,7,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
ionosphere,5,5,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
ionosphere,5,5,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
ionosphere,5,5,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
ionosphere,5,5,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
ionosphere,5,5,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
ionosphere,5,5,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
ionosphere,5,5,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
ionosphere,5,5,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
ionosphere,5,7,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
ionosphere,5,7,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
ionosphere,5,7,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
ionosphere,5,7,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
ionosphere,5,7,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
ionosphere,5,7,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
ionosphere,5,7,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
ionosphere,5,7,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
ionosphere,6,5,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
ionosphere,6,5,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
ionosphere,6,5,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
ionosphere,6,5,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
ionosphere,6,5,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
ionosphere,6,5,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
ionosphere,6,5,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
ionosphere,6,5,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
ionosphere,6,7,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
ionosphere,6,7,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
ionosphere,6,7,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
ionosphere,6,7,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
ionosphere,6,7,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
ionosphere,6,7,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
ionosphere,6,7,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
ionosphere,6,7,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
ionosphere,7,5,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
ionosphere,7,5,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
ionosphere,7,5,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
ionosphere,7,5,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
ionosphere,7,5,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
ionosphere,7,5,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
ionosphere,7,5,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
ionosphere,7,5,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
ionosphere,7,7,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
ionosphere,7,7,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
ionosphere,7,7,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
ionosphere,7,7,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
ionosphere,7,7,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
ionosphere,7,7,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
ionosphere,7,7,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
ionosphere,7,7,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
ionosphere,8,5,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
ionosphere,8,5,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
ionosphere,8,5,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
ionosphere,8,5,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
ionosphere,8,5,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
ionosphere,8,5,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
ionosphere,8,5,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
ionosphere,8,5,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
ionosphere,8,7,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
ionosphere,8,7,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
ionosphere,8,7,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
ionosphere,8,7,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
ionosphere,8,7,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
ionosphere,8,7,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
ionosphere,8,7,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
ionosphere,8,7,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
ionosphere,9,5,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
ionosphere,9,5,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
ionosphere,9,5,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
ionosphere,9,5,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
ionosphere,9,5,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
ionosphere,9,5,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
ionosphere,9,5,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
ionosphere,9,5,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
ionosphere,9,7,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
ionosphere,9,7,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
ionosphere,9,7,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
ionosphere,9,7,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
ionosphere,9,7,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
ionosphere,9,7,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
ionosphere,9,7,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
ionosphere,9,7,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
kr-vs-kp,0,5,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
kr-vs-kp,0,5,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
kr-vs-kp,0,5,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
kr-vs-kp,0,5,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
kr-vs-kp,0,5,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
kr-vs-kp,0,5,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
kr-vs-kp,0,5,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
kr-vs-kp,0,5,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
kr-vs-kp,0,7,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
kr-vs-kp,0,7,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
kr-vs-kp,0,7,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
kr-vs-kp,0,7,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
kr-vs-kp,0,7,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
kr-vs-kp,0,7,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
kr-vs-kp,0,7,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
kr-vs-kp,0,7,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
kr-vs-kp,1,5,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
kr-vs-kp,1,5,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
kr-vs-kp,1,5,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
kr-vs-kp,1,5,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
kr-vs-kp,1,5,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
kr-vs-kp,1,5,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
kr-vs-kp,1,5,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
kr-vs-kp,1,5,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
kr-vs-kp,1,7,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
kr-vs-kp,1,7,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
kr-vs-kp,1,7,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
kr-vs-kp,1,7,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
